BioProject,Run,AvgSpotLen,Bases,BioSample,Bytes,Center.Name,Experiment,Library.Name,Organism,Platform,ReleaseDate,Sample.Name,SRA.Study,Isolate,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,sex,Age,Biomaterial_provider,Strain,breeding_system,MiSeq_run_library,dev_stage,PHENOTYPE,collected_by,Breed,Host,Specimen_voucher,accession..run.,object_status..run.,study..run.,OLD_geo_loc_name,Cultivar,Ecotype,Investigation_type,BIOME,Depth,elev,env_package,feature,Label,lat_lon,material,project_name,lat,lon,counts
PRJNA247438,SRR1369741,302,39515492,SAMN02839656,25962023,ERDC-USACE,SRX584643,Run20130521_G3-LF-r1_EL2120_S17,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_2_EL2120,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2120_S17;Run20130528_G3-LF-r2_EL2120_S17;Run20130530_G3-LF-r3_EL2120_S17;Run20130617_G3-LF-r4_EL2120_S17;Run20130808_G3-6LF-r3_EL2120_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369742,302,93810864,SAMN02839658,61025997,ERDC-USACE,SRX584644,Run20130521_G3-LF-r1_EL2121_S18,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_3_EL2121,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2121_S18;Run20130528_G3-LF-r2_EL2121_S18;Run20130530_G3-LF-r3_EL2121_S18;Run20130617_G3-LF-r4_EL2121_S18;Run20130816_G3-6LF-r5_EL2121_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369743,302,54531536,SAMN02839660,35292524,ERDC-USACE,SRX584645,Run20130521_G3-LF-r1_EL2122_S19,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_4_EL2122,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2122_S19;Run20130528_G3-LF-r2_EL2122_S19;Run20130530_G3-LF-r3_EL2122_S19;Run20130617_G3-LF-r4_EL2122_S19;Run20130822_G3-6LF-r6_EL2122_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369744,302,65476016,SAMN02839662,42742095,ERDC-USACE,SRX584646,Run20130521_G3-LF-r1_EL2123_S20,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_5_EL2123,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2123_S20;Run20130528_G3-LF-r2_EL2123_S20;Run20130530_G3-LF-r3_EL2123_S20;Run20130617_G3-LF-r4_EL2123_S20;Run20130816_G3-6LF-r5_EL2123_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369745,302,67242414,SAMN02839684,44143671,ERDC-USACE,SRX584647,Run20130521_G3-LF-r1_EL2124_S21,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_1_EL2124,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2124_S21;Run20130528_G3-LF-r2_EL2124_S21;Run20130530_G3-LF-r3_EL2124_S21;Run20130617_G3-LF-r4_EL2124_S21;Run20130822_G3-6LF-r6_EL2124_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369746,302,87363768,SAMN02839686,54512283,ERDC-USACE,SRX584648,Run20130521_G3-LF-r1_EL2125_S22,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_2_EL2125,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2125_S22;Run20130528_G3-LF-r2_EL2125_S22;Run20130530_G3-LF-r3_EL2125_S22;Run20130617_G3-LF-r4_EL2125_S22;Run20130812_G3-6LF-r4_EL2125_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369747,302,77423136,SAMN02839688,48482449,ERDC-USACE,SRX584649,Run20130521_G3-LF-r1_EL2126_S23,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_3_EL2126,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2126_S23;Run20130528_G3-LF-r2_EL2126_S23;Run20130530_G3-LF-r3_EL2126_S23;Run20130617_G3-LF-r4_EL2126_S23;Run20130730_G3-6LF-r1_EL2126_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369748,302,47849786,SAMN02839690,30496779,ERDC-USACE,SRX584650,Run20130521_G3-LF-r1_EL2127_S24,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_4_EL2127,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2127_S24;Run20130528_G3-LF-r2_EL2127_S24;Run20130530_G3-LF-r3_EL2127_S24;Run20130617_G3-LF-r4_EL2127_S24;Run20130808_G3-6LF-r3_EL2127_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369749,302,76306340,SAMN02839692,48682944,ERDC-USACE,SRX584651,Run20130521_G3-LF-r1_EL2128_S25,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_5_EL2128,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2128_S25;Run20130528_G3-LF-r2_EL2128_S25;Run20130530_G3-LF-r3_EL2128_S25;Run20130617_G3-LF-r4_EL2128_S25;Run20130808_G3-6LF-r3_EL2128_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369750,302,78665262,SAMN02839634,49021479,ERDC-USACE,SRX584652,Run20130521_G3-LF-r1_EL2129_S26,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_1_EL2129,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2129_S26;Run20130528_G3-LF-r2_EL2129_S26;Run20130530_G3-LF-r3_EL2129_S26;Run20130617_G3-LF-r4_EL2129_S26;Run20130812_G3-6LF-r4_EL2129_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369751,302,86134930,SAMN02839636,56640885,ERDC-USACE,SRX584653,Run20130521_G3-LF-r1_EL2130_S27,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_2_EL2130,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2130_S27;Run20130528_G3-LF-r2_EL2130_S27;Run20130530_G3-LF-r3_EL2130_S27;Run20130617_G3-LF-r4_EL2130_S27;Run20130822_G3-6LF-r6_EL2130_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369752,302,76939332,SAMN02839638,50046572,ERDC-USACE,SRX584654,Run20130521_G3-LF-r1_EL2131_S28,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_3_EL2131,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2131_S28;Run20130528_G3-LF-r2_EL2131_S28;Run20130530_G3-LF-r3_EL2131_S28;Run20130617_G3-LF-r4_EL2131_S28;Run20130822_G3-6LF-r6_EL2131_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369753,302,81834752,SAMN02839640,51652415,ERDC-USACE,SRX584655,Run20130521_G3-LF-r1_EL2132_S29,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_4_EL2132,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2132_S29;Run20130528_G3-LF-r2_EL2132_S29;Run20130530_G3-LF-r3_EL2132_S29;Run20130617_G3-LF-r4_EL2132_S29;Run20130816_G3-6LF-r5_EL2132_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369754,302,96870124,SAMN02839642,62487018,ERDC-USACE,SRX584656,Run20130521_G3-LF-r1_EL2133_S30,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_5_EL2133,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2133_S30;Run20130528_G3-LF-r2_EL2133_S30;Run20130530_G3-LF-r3_EL2133_S30;Run20130617_G3-LF-r4_EL2133_S30;Run20130730_G3-6LF-r1_EL2133_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369755,302,167933442,SAMN02839628,114300228,ERDC-USACE,SRX584657,Run20130521_G3-LF-r1_EL2134_S31,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,BEL_1_EL2134,SRP041981,,,,,,,female,adult,"EPBI\, Belgium",BEL,parthenogenetic female,Run20130521_G3-LF-r1_EL2134_S31;Run20130528_G3-LF-r2_EL2134_S31;Run20130530_G3-LF-r3_EL2134_S31;Run20130617_G3-LF-r4_EL2134_S31;Run20130812_G3-6LF-r4_EL2134_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369756,302,76519250,SAMN02839630,50713874,ERDC-USACE,SRX584658,Run20130521_G3-LF-r1_EL2135_S32,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,BEL_9_EL2135,SRP041981,,,,,,,female,adult,"EPBI\, Belgium",BEL,parthenogenetic female,Run20130521_G3-LF-r1_EL2135_S32;Run20130528_G3-LF-r2_EL2135_S32;Run20130530_G3-LF-r3_EL2135_S32;Run20130617_G3-LF-r4_EL2135_S32;Run20130812_G3-6LF-r4_EL2135_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369757,302,52699604,SAMN02839632,35295174,ERDC-USACE,SRX584659,Run20130521_G3-LF-r1_EL2136_S33,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,BEL_13_EL2136,SRP041981,,,,,,,female,adult,"EPBI\, Belgium",BEL,parthenogenetic female,Run20130521_G3-LF-r1_EL2136_S33;Run20130528_G3-LF-r2_EL2136_S33;Run20130530_G3-LF-r3_EL2136_S33;Run20130617_G3-LF-r4_EL2136_S33;Run20130816_G3-6LF-r5_EL2136_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369758,302,52941808,SAMN02839622,35939947,ERDC-USACE,SRX584660,Run20130521_G3-LF-r1_EL2137_S34,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_3_EL2137,SRP041981,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2137_S34;Run20130528_G3-LF-r2_EL2137_S34;Run20130530_G3-LF-r3_EL2137_S34;Run20130617_G3-LF-r4_EL2137_S34;Run20130816_G3-6LF-r5_EL2137_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369759,302,88999702,SAMN02839624,59852167,ERDC-USACE,SRX584661,Run20130521_G3-LF-r1_EL2138_S35,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_7_EL2138,SRP041981,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2138_S35;Run20130528_G3-LF-r2_EL2138_S35;Run20130530_G3-LF-r3_EL2138_S35;Run20130617_G3-LF-r4_EL2138_S35;Run20130808_G3-6LF-r3_EL2138_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369760,302,55978720,SAMN02839626,37218661,ERDC-USACE,SRX584662,Run20130521_G3-LF-r1_EL2139_S36,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_14_EL2139,SRP041981,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2139_S36;Run20130528_G3-LF-r2_EL2139_S36;Run20130530_G3-LF-r3_EL2139_S36;Run20130617_G3-LF-r4_EL2139_S36;Run20130806_G3-6LF-r2_EL2139_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369761,302,1736802,SAMN02839665,1183064,ERDC-USACE,SRX584663,Run20130523_G3-SF-r1_EL2104s_S1,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_1_EL2104s,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130523_G3-SF-r1_EL2104s_S1;Run20130524_G3-SF-r2_EL2104s_S1;Run20130827_G3-SF-r3_EL2104s_S1;Run20130903_G3-SF-r4_EL2104s_S1;Run20130905_G3-SF-r5_EL2104s_S1,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369762,302,53227198,SAMN02839667,33911977,ERDC-USACE,SRX584664,Run20130523_G3-SF-r1_EL2105s_S2,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_2_EL2105s,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130523_G3-SF-r1_EL2105s_S2;Run20130524_G3-SF-r2_EL2105s_S2;Run20130827_G3-SF-r3_EL2105s_S2;Run20130903_G3-SF-r4_EL2105s_S2;Run20130905_G3-SF-r5_EL2105s_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369763,302,75265950,SAMN02839669,48482945,ERDC-USACE,SRX584665,Run20130523_G3-SF-r1_EL2106s_S3,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_3_EL2106s,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130523_G3-SF-r1_EL2106s_S3;Run20130524_G3-SF-r2_EL2106s_S3;Run20130827_G3-SF-r3_EL2106s_S3;Run20130903_G3-SF-r4_EL2106s_S3;Run20130905_G3-SF-r5_EL2106s_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369764,302,59076938,SAMN02839671,38575344,ERDC-USACE,SRX584666,Run20130523_G3-SF-r1_EL2107s_S4,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_4_EL2107s,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130523_G3-SF-r1_EL2107s_S4;Run20130524_G3-SF-r2_EL2107s_S4;Run20130827_G3-SF-r3_EL2107s_S4;Run20130903_G3-SF-r4_EL2107s_S4;Run20130905_G3-SF-r5_EL2107s_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369765,302,48091990,SAMN02839673,30922611,ERDC-USACE,SRX584667,Run20130523_G3-SF-r1_EL2108s_S5,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_5_EL2108s,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130523_G3-SF-r1_EL2108s_S5;Run20130524_G3-SF-r2_EL2108s_S5;Run20130827_G3-SF-r3_EL2108s_S5;Run20130903_G3-SF-r4_EL2108s_S5;Run20130905_G3-SF-r5_EL2108s_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369766,302,81707610,SAMN02839645,53322907,ERDC-USACE,SRX584668,Run20130523_G3-SF-r1_EL2109s_S6,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_1_EL2109s,SRP041981,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130523_G3-SF-r1_EL2109s_S6;Run20130524_G3-SF-r2_EL2109s_S6;Run20130827_G3-SF-r3_EL2109s_S6;Run20130903_G3-SF-r4_EL2109s_S6;Run20130905_G3-SF-r5_EL2109s_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369767,302,61694372,SAMN02839647,40914926,ERDC-USACE,SRX584669,Run20130523_G3-SF-r1_EL2110s_S7,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_2_EL2110s,SRP041981,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130523_G3-SF-r1_EL2110s_S7;Run20130524_G3-SF-r2_EL2110s_S7;Run20130827_G3-SF-r3_EL2110s_S7;Run20130903_G3-SF-r4_EL2110s_S7;Run20130905_G3-SF-r5_EL2110s_S7,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369768,302,54217758,SAMN02839649,35872014,ERDC-USACE,SRX584670,Run20130523_G3-SF-r1_EL2111s_S8,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_3_EL2111s,SRP041981,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130523_G3-SF-r1_EL2111s_S8;Run20130524_G3-SF-r2_EL2111s_S8;Run20130827_G3-SF-r3_EL2111s_S8;Run20130903_G3-SF-r4_EL2111s_S8;Run20130905_G3-SF-r5_EL2111s_S8,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369769,302,79162656,SAMN02839651,51990528,ERDC-USACE,SRX584671,Run20130523_G3-SF-r1_EL2112s_S9,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_4_EL2112s,SRP041981,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130523_G3-SF-r1_EL2112s_S9;Run20130524_G3-SF-r2_EL2112s_S9;Run20130827_G3-SF-r3_EL2112s_S9;Run20130903_G3-SF-r4_EL2112s_S9;Run20130905_G3-SF-r5_EL2112s_S9,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369770,302,77551486,SAMN02839653,48810765,ERDC-USACE,SRX584672,Run20130523_G3-SF-r1_EL2113s_S10,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_5_EL2113s,SRP041981,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130523_G3-SF-r1_EL2113s_S10;Run20130524_G3-SF-r2_EL2113s_S10;Run20130827_G3-SF-r3_EL2113s_S10;Run20130903_G3-SF-r4_EL2113s_S10;Run20130905_G3-SF-r5_EL2113s_S10,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369771,302,90862438,SAMN02839675,58885269,ERDC-USACE,SRX584673,Run20130523_G3-SF-r1_EL2114s_S11,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_1_EL2114s,SRP041981,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130523_G3-SF-r1_EL2114s_S11;Run20130524_G3-SF-r2_EL2114s_S11;Run20130827_G3-SF-r3_EL2114s_S11;Run20130903_G3-SF-r4_EL2114s_S11;Run20130905_G3-SF-r5_EL2114s_S11,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369772,302,57730320,SAMN02839677,38104348,ERDC-USACE,SRX584674,Run20130523_G3-SF-r1_EL2115s_S12,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_2_EL2115s,SRP041981,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130523_G3-SF-r1_EL2115s_S12;Run20130524_G3-SF-r2_EL2115s_S12;Run20130827_G3-SF-r3_EL2115s_S12;Run20130903_G3-SF-r4_EL2115s_S12;Run20130905_G3-SF-r5_EL2115s_S12,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369773,302,81512518,SAMN02839679,53904565,ERDC-USACE,SRX584675,Run20130523_G3-SF-r1_EL2116s_S13,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_3_EL2116s,SRP041981,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130523_G3-SF-r1_EL2116s_S13;Run20130524_G3-SF-r2_EL2116s_S13;Run20130827_G3-SF-r3_EL2116s_S13;Run20130903_G3-SF-r4_EL2116s_S13;Run20130905_G3-SF-r5_EL2116s_S13,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369774,302,82659816,SAMN02839681,55533894,ERDC-USACE,SRX584676,Run20130523_G3-SF-r1_EL2117s_S14,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_4_EL2117s,SRP041981,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130523_G3-SF-r1_EL2117s_S14;Run20130524_G3-SF-r2_EL2117s_S14;Run20130827_G3-SF-r3_EL2117s_S14;Run20130903_G3-SF-r4_EL2117s_S14;Run20130905_G3-SF-r5_EL2117s_S14,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369775,302,66660460,SAMN02839683,43240899,ERDC-USACE,SRX584677,Run20130523_G3-SF-r1_EL2118s_S15,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_5_EL2118s,SRP041981,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130523_G3-SF-r1_EL2118s_S15;Run20130524_G3-SF-r2_EL2118s_S15;Run20130827_G3-SF-r3_EL2118s_S15;Run20130903_G3-SF-r4_EL2118s_S15;Run20130905_G3-SF-r5_EL2118s_S15,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369776,302,69158000,SAMN02839655,45929810,ERDC-USACE,SRX584678,Run20130523_G3-SF-r1_EL2119s_S16,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_1_EL2119s,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130523_G3-SF-r1_EL2119s_S16;Run20130524_G3-SF-r2_EL2119s_S16;Run20130827_G3-SF-r3_EL2119s_S16;Run20130903_G3-SF-r4_EL2119s_S16;Run20130905_G3-SF-r5_EL2119s_S16,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369777,302,63863034,SAMN02839657,42340980,ERDC-USACE,SRX584679,Run20130523_G3-SF-r1_EL2120s_S17,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_2_EL2120s,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130523_G3-SF-r1_EL2120s_S17;Run20130524_G3-SF-r2_EL2120s_S17;Run20130827_G3-SF-r3_EL2120s_S17;Run20130903_G3-SF-r4_EL2120s_S17;Run20130905_G3-SF-r5_EL2120s_S17,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369778,302,73289360,SAMN02839659,48585259,ERDC-USACE,SRX584680,Run20130523_G3-SF-r1_EL2121s_S18,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_3_EL2121s,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130523_G3-SF-r1_EL2121s_S18;Run20130524_G3-SF-r2_EL2121s_S18;Run20130827_G3-SF-r3_EL2121s_S18;Run20130903_G3-SF-r4_EL2121s_S18;Run20130905_G3-SF-r5_EL2121s_S18,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369779,302,72407520,SAMN02839661,46421309,ERDC-USACE,SRX584681,Run20130523_G3-SF-r1_EL2122s_S19,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_4_EL2122s,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130523_G3-SF-r1_EL2122s_S19;Run20130524_G3-SF-r2_EL2122s_S19;Run20130827_G3-SF-r3_EL2122s_S19;Run20130903_G3-SF-r4_EL2122s_S19;Run20130905_G3-SF-r5_EL2122s_S19,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369780,302,67245736,SAMN02839663,43986892,ERDC-USACE,SRX584682,Run20130523_G3-SF-r1_EL2123s_S20,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_5_EL2123s,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130523_G3-SF-r1_EL2123s_S20;Run20130524_G3-SF-r2_EL2123s_S20;Run20130827_G3-SF-r3_EL2123s_S20;Run20130903_G3-SF-r4_EL2123s_S20;Run20130905_G3-SF-r5_EL2123s_S20,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369781,302,65965256,SAMN02839685,43753337,ERDC-USACE,SRX584683,Run20130523_G3-SF-r1_EL2124s_S21,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_1_EL2124s,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130523_G3-SF-r1_EL2124s_S21;Run20130524_G3-SF-r2_EL2124s_S21;Run20130827_G3-SF-r3_EL2124s_S21;Run20130903_G3-SF-r4_EL2124s_S21;Run20130905_G3-SF-r5_EL2124s_S21,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369782,302,70192954,SAMN02839687,43825869,ERDC-USACE,SRX584684,Run20130523_G3-SF-r1_EL2125s_S22,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_2_EL2125s,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130523_G3-SF-r1_EL2125s_S22;Run20130524_G3-SF-r2_EL2125s_S22;Run20130827_G3-SF-r3_EL2125s_S22;Run20130903_G3-SF-r4_EL2125s_S22;Run20130905_G3-SF-r5_EL2125s_S22,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
